date,district,state,latitude,longitude,temp_mean,temp_min,temp_max,rainfall,humidity
2023-01-05,Hubballi,Karnataka,15.3647,75.124,22.27,15.78,30.23,0.0,61.0
2023-01-05,Kolar,Karnataka,13.1367,78.1292,20.76,14.74,26.38,0.0,62.0
2023-01-05,Ludhiana,Punjab,30.901,75.8573,16.47,12.31,24.45,0.0,52.2
2023-01-05,Agra,Uttar Pradesh,27.1767,78.0081,18.99,11.52,23.27,0.0,52.7
2023-01-06,Nashik,Maharashtra,19.9975,73.7898,21.2,15.29,26.39,0.0,62.1
2023-01-06,Pune,Maharashtra,18.5204,73.8567,22.76,16.97,27.76,0.0,62.5
2023-01-06,Hubballi,Karnataka,15.3647,75.124,23.62,18.57,30.37,0.0,61.0
2023-01-06,Kolar,Karnataka,13.1367,78.1292,21.47,14.41,29.47,0.0,60.8
2023-01-06,Ludhiana,Punjab,30.901,75.8573,15.37,10.8,20.2,0.0,58.1
2023-01-06,Agra,Uttar Pradesh,27.1767,78.0081,18.19,10.98,24.91,0.0,52.9
2023-01-07,Nashik,Maharashtra,19.9975,73.7898,19.26,13.01,26.89,0.0,55.9
2023-01-07,Pune,Maharashtra,18.5204,73.8567,19.39,14.69,26.23,7.29,73.2
2023-01-07,Hubballi,Karnataka,15.3647,75.124,20.56,15.07,25.76,0.0,61.8
2023-01-07,Kolar,Karnataka,13.1367,78.1292,17.03,12.8,23.84,0.0,69.1
2023-01-07,Ludhiana,Punjab,30.901,75.8573,17.91,11.35,22.58,0.0,53.0
2023-01-07,Agra,Uttar Pradesh,27.1767,78.0081,17.95,12.42,24.74,0.0,48.2
2023-01-08,Nashik,Maharashtra,19.9975,73.7898,18.55,12.47,23.38,0.0,58.5
2023-01-08,Pune,Maharashtra,18.5204,73.8567,20.92,14.81,27.14,0.0,66.1
2023-01-08,Hubballi,Karnataka,15.3647,75.124,22.7,17.81,27.75,0.0,55.9
2023-01-08,Kolar,Karnataka,13.1367,78.1292,20.31,16.2,26.97,0.0,65.8
2023-01-08,Ludhiana,Punjab,30.901,75.8573,15.17,10.08,23.03,0.0,55.0
2023-01-08,Agra,Uttar Pradesh,27.1767,78.0081,20.26,13.24,28.01,0.0,54.8
2023-01-09,Nashik,Maharashtra,19.9975,73.7898,19.31,12.42,25.87,0.0,57.6
2023-01-09,Pune,Maharashtra,18.5204,73.8567,21.75,14.61,29.14,0.0,63.2
2023-01-09,Hubballi,Karnataka,15.3647,75.124,23.82,18.94,30.28,0.3,57.4
2023-01-09,Kolar,Karnataka,13.1367,78.1292,19.91,13.89,24.85,0.0,59.5
2023-01-09,Ludhiana,Punjab,30.901,75.8573,16.79,10.13,25.28,0.0,50.7
2023-01-09,Agra,Uttar Pradesh,27.1767,78.0081,16.52,9.92,21.97,0.0,47.3
2023-01-10,Nashik,Maharashtra,19.9975,73.7898,19.52,15.1,26.09,0.0,68.4
2023-01-10,Pune,Maharashtra,18.5204,73.8567,21.14,15.58,27.98,0.0,64.8
2023-01-10,Hubballi,Karnataka,15.3647,75.124,25.27,18.4,30.67,0.0,63.7
2023-01-10,Kolar,Karnataka,13.1367,78.1292,19.85,13.79,27.83,0.0,55.8
2023-01-10,Ludhiana,Punjab,30.901,75.8573,14.86,7.98,21.21,0.0,54.0
2023-01-10,Agra,Uttar Pradesh,27.1767,78.0081,19.97,12.84,26.36,0.0,57.1
2023-01-11,Nashik,Maharashtra,19.9975,73.7898,19.71,13.4,25.86,0.0,59.1
2023-01-11,Pune,Maharashtra,18.5204,73.8567,20.31,15.87,28.3,0.0,72.5
2023-01-11,Hubballi,Karnataka,15.3647,75.124,24.39,17.11,31.0,0.0,59.4
2023-01-11,Kolar,Karnataka,13.1367,78.1292,20.18,14.63,24.72,0.0,70.9
2023-01-11,Ludhiana,Punjab,30.901,75.8573,14.58,9.52,22.58,0.4,44.7
2023-01-11,Agra,Uttar Pradesh,27.1767,78.0081,17.22,10.26,22.62,0.0,58.9
2023-01-12,Nashik,Maharashtra,19.9975,73.7898,20.4,15.26,28.52,0.0,70.6
2023-01-12,Pune,Maharashtra,18.5204,73.8567,19.82,14.01,26.23,0.0,67.7
2023-01-12,Hubballi,Karnataka,15.3647,75.124,23.58,19.46,29.18,0.0,60.8
2023-01-12,Kolar,Karnataka,13.1367,78.1292,20.73,16.73,27.86,0.0,62.0
2023-01-12,Ludhiana,Punjab,30.901,75.8573,16.58,9.58,23.79,0.0,49.9
2023-01-12,Agra,Uttar Pradesh,27.1767,78.0081,17.95,12.56,22.41,2.35,59.8
2023-01-13,Nashik,Maharashtra,19.9975,73.7898,18.88,12.95,25.99,4.12,66.2
2023-01-13,Pune,Maharashtra,18.5204,73.8567,20.96,16.72,26.62,0.0,67.3
2023-01-13,Hubballi,Karnataka,15.3647,75.124,21.98,14.84,30.2,0.0,58.5
2023-01-13,Kolar,Karnataka,13.1367,78.1292,22.2,16.83,27.52,0.0,63.2
2023-01-13,Ludhiana,Punjab,30.901,75.8573,16.74,12.69,21.9,3.04,54.7
2023-01-13,Agra,Uttar Pradesh,27.1767,78.0081,19.14,11.93,24.77,0.0,53.8
2023-01-14,Nashik,Maharashtra,19.9975,73.7898,21.38,16.21,28.52,0.0,64.8
2023-01-14,Pune,Maharashtra,18.5204,73.8567,20.66,15.46,26.08,0.0,63.0
2023-01-14,Hubballi,Karnataka,15.3647,75.124,24.39,16.93,29.44,0.0,67.0
2023-01-14,Kolar,Karnataka,13.1367,78.1292,21.67,14.97,29.08,0.0,66.9
2023-01-14,Ludhiana,Punjab,30.901,75.8573,13.84,8.15,20.45,11.21,49.7
2023-01-14,Agra,Uttar Pradesh,27.1767,78.0081,16.48,8.99,21.8,0.0,57.4
2023-01-15,Nashik,Maharashtra,19.9975,73.7898,20.72,14.56,24.77,0.0,63.2
2023-01-15,Pune,Maharashtra,18.5204,73.8567,20.13,15.09,24.85,0.0,61.6
2023-01-15,Hubballi,Karnataka,15.3647,75.124,21.75,17.29,29.66,0.9,55.3
2023-01-15,Kolar,Karnataka,13.1367,78.1292,21.32,17.26,28.76,0.0,63.0
2023-01-15,Ludhiana,Punjab,30.901,75.8573,15.19,8.97,20.76,0.0,55.5
2023-01-15,Agra,Uttar Pradesh,27.1767,78.0081,17.84,12.38,23.04,0.0,52.7
2023-01-16,Nashik,Maharashtra,19.9975,73.7898,21.33,15.73,26.03,0.0,67.1
2023-01-16,Pune,Maharashtra,18.5204,73.8567,23.95,19.82,30.9,0.0,65.2
2023-01-16,Hubballi,Karnataka,15.3647,75.124,25.56,19.89,32.54,0.0,65.9
2023-01-16,Kolar,Karnataka,13.1367,78.1292,20.02,15.03,25.32,0.0,67.0
2023-01-16,Ludhiana,Punjab,30.901,75.8573,16.22,8.83,20.87,0.0,55.1
2023-01-16,Agra,Uttar Pradesh,27.1767,78.0081,17.55,13.06,24.28,0.0,52.6
2023-01-17,Nashik,Maharashtra,19.9975,73.7898,20.06,15.1,24.57,0.0,58.1
2023-01-17,Pune,Maharashtra,18.5204,73.8567,19.17,14.82,24.98,0.0,68.1
2023-01-17,Hubballi,Karnataka,15.3647,75.124,23.92,16.91,31.82,0.0,57.8
2023-01-17,Kolar,Karnataka,13.1367,78.1292,22.06,15.23,29.47,0.0,71.7
2023-01-17,Ludhiana,Punjab,30.901,75.8573,14.23,8.07,21.13,0.0,54.5
2023-01-17,Agra,Uttar Pradesh,27.1767,78.0081,19.02,12.32,24.4,0.0,53.9
2023-01-18,Nashik,Maharashtra,19.9975,73.7898,22.3,18.26,27.15,1.42,58.3
2023-01-18,Pune,Maharashtra,18.5204,73.8567,19.1,11.96,26.88,0.0,65.0
2023-01-18,Hubballi,Karnataka,15.3647,75.124,24.75,19.92,30.08,0.0,59.8
2023-01-18,Kolar,Karnataka,13.1367,78.1292,20.27,14.61,26.8,0.0,65.4
2023-01-18,Ludhiana,Punjab,30.901,75.8573,15.38,9.21,22.77,0.0,60.8
2023-01-18,Agra,Uttar Pradesh,27.1767,78.0081,18.29,10.8,24.52,0.0,50.9
2023-01-19,Nashik,Maharashtra,19.9975,73.7898,20.86,15.51,26.86,0.0,64.6
2023-01-19,Pune,Maharashtra,18.5204,73.8567,19.04,11.59,23.23,0.0,68.0
2023-01-19,Hubballi,Karnataka,15.3647,75.124,24.79,17.31,31.02,0.0,61.2
2023-01-19,Kolar,Karnataka,13.1367,78.1292,19.61,12.38,24.02,0.0,65.5
2023-01-19,Ludhiana,Punjab,30.901,75.8573,17.2,10.06,22.02,0.0,59.4
2023-01-19,Agra,Uttar Pradesh,27.1767,78.0081,17.26,11.88,25.66,0.0,47.5
2023-01-20,Nashik,Maharashtra,19.9975,73.7898,18.37,12.37,24.47,0.0,57.2
2023-01-20,Pune,Maharashtra,18.5204,73.8567,21.29,16.08,27.45,0.0,67.3
2023-01-20,Hubballi,Karnataka,15.3647,75.124,24.11,16.67,31.89,0.0,68.2
2023-01-20,Kolar,Karnataka,13.1367,78.1292,22.32,16.64,28.2,0.0,57.5
2023-01-20,Ludhiana,Punjab,30.901,75.8573,16.66,10.54,22.26,0.0,55.3
2023-01-20,Agra,Uttar Pradesh,27.1767,78.0081,17.32,12.13,24.76,0.0,48.9
2023-01-21,Nashik,Maharashtra,19.9975,73.7898,21.45,14.73,27.69,0.0,59.3
2023-01-21,Pune,Maharashtra,18.5204,73.8567,18.01,13.95,24.85,0.0,73.1
2023-01-21,Hubballi,Karnataka,15.3647,75.124,23.11,18.56,28.24,0.0,65.2
2023-01-21,Kolar,Karnataka,13.1367,78.1292,23.03,18.09,28.69,0.0,59.1
2023-01-21,Ludhiana,Punjab,30.901,75.8573,15.51,11.22,20.05,0.0,55.7
2023-01-21,Agra,Uttar Pradesh,27.1767,78.0081,16.93,10.15,24.46,0.0,57.8
2023-01-22,Nashik,Maharashtra,19.9975,73.7898,19.86,14.09,26.61,0.0,60.8
2023-01-22,Pune,Maharashtra,18.5204,73.8567,19.22,14.06,23.96,0.0,67.1
2023-01-22,Hubballi,Karnataka,15.3647,75.124,23.46,17.33,28.61,0.0,58.5
2023-01-22,Kolar,Karnataka,13.1367,78.1292,20.25,12.9,27.1,0.0,58.9
2023-01-22,Ludhiana,Punjab,30.901,75.8573,15.57,8.86,23.03,0.0,61.2
2023-01-22,Agra,Uttar Pradesh,27.1767,78.0081,20.38,14.19,28.65,0.0,56.4
2023-01-23,Nashik,Maharashtra,19.9975,73.7898,20.0,15.29,25.64,0.0,65.8
2023-01-23,Pune,Maharashtra,18.5204,73.8567,22.85,17.39,29.52,0.0,58.4
2023-01-23,Hubballi,Karnataka,15.3647,75.124,20.68,14.26,26.01,0.0,62.8
2023-01-23,Kolar,Karnataka,13.1367,78.1292,20.51,14.83,28.44,0.0,69.2
2023-01-23,Ludhiana,Punjab,30.901,75.8573,15.97,8.48,23.94,0.0,56.3
2023-01-23,Agra,Uttar Pradesh,27.1767,78.0081,20.53,16.33,28.92,0.0,49.6
2023-01-24,Nashik,Maharashtra,19.9975,73.7898,21.38,16.79,29.71,0.0,60.7
2023-01-24,Pune,Maharashtra,18.5204,73.8567,19.92,15.1,24.11,0.0,66.7
2023-01-24,Hubballi,Karnataka,15.3647,75.124,25.85,19.91,30.46,3.89,54.5
2023-01-24,Kolar,Karnataka,13.1367,78.1292,20.23,15.11,27.73,0.0,65.4
2023-01-24,Ludhiana,Punjab,30.901,75.8573,18.03,11.24,23.64,0.0,54.5
2023-01-24,Agra,Uttar Pradesh,27.1767,78.0081,16.35,10.44,21.04,8.79,56.9
2023-01-25,Nashik,Maharashtra,19.9975,73.7898,21.28,16.8,26.26,0.0,62.7
2023-01-25,Pune,Maharashtra,18.5204,73.8567,20.23,16.11,27.94,0.0,64.9
2023-01-25,Hubballi,Karnataka,15.3647,75.124,23.78,16.85,31.7,0.0,57.9
2023-01-25,Kolar,Karnataka,13.1367,78.1292,23.57,18.84,28.29,0.0,64.1
2023-01-25,Ludhiana,Punjab,30.901,75.8573,16.2,11.93,23.28,0.0,51.6
2023-01-25,Agra,Uttar Pradesh,27.1767,78.0081,17.14,10.1,21.7,0.0,50.6
2023-01-26,Nashik,Maharashtra,19.9975,73.7898,19.73,12.64,26.5,0.0,62.4
2023-01-26,Pune,Maharashtra,18.5204,73.8567,19.81,14.42,27.74,0.0,56.9
2023-01-26,Hubballi,Karnataka,15.3647,75.124,25.05,17.55,33.04,0.0,53.8
2023-01-26,Kolar,Karnataka,13.1367,78.1292,20.92,15.06,27.51,0.0,65.1
2023-01-26,Ludhiana,Punjab,30.901,75.8573,18.36,12.19,23.79,2.3,57.3
2023-01-26,Agra,Uttar Pradesh,27.1767,78.0081,18.25,11.96,24.27,0.0,45.2
2023-01-27,Nashik,Maharashtra,19.9975,73.7898,21.32,15.18,28.32,4.11,61.1
2023-01-27,Pune,Maharashtra,18.5204,73.8567,22.31,15.83,30.62,0.0,66.5
2023-01-27,Hubballi,Karnataka,15.3647,75.124,23.37,17.48,27.68,0.0,57.2
2023-01-27,Kolar,Karnataka,13.1367,78.1292,20.45,14.25,24.87,0.0,65.8
2023-01-27,Ludhiana,Punjab,30.901,75.8573,17.3,11.59,21.68,0.0,53.6
2023-01-27,Agra,Uttar Pradesh,27.1767,78.0081,17.7,12.51,22.45,0.0,46.1
2023-01-28,Nashik,Maharashtra,19.9975,73.7898,23.29,18.79,31.59,0.0,60.6
2023-01-28,Pune,Maharashtra,18.5204,73.8567,21.86,15.45,28.07,0.0,65.1
2023-01-28,Hubballi,Karnataka,15.3647,75.124,23.27,16.15,30.64,1.34,60.2
2023-01-28,Kolar,Karnataka,13.1367,78.1292,21.64,17.56,26.81,0.0,62.8
2023-01-28,Ludhiana,Punjab,30.901,75.8573,18.58,14.23,25.48,0.0,64.0
2023-01-28,Agra,Uttar Pradesh,27.1767,78.0081,18.82,14.11,24.46,0.0,43.9
2023-01-29,Nashik,Maharashtra,19.9975,73.7898,19.51,15.48,24.72,0.0,70.5
2023-01-29,Pune,Maharashtra,18.5204,73.8567,22.23,16.07,27.81,0.0,57.8
2023-01-29,Hubballi,Karnataka,15.3647,75.124,25.07,20.36,31.31,0.0,57.1
2023-01-29,Kolar,Karnataka,13.1367,78.1292,20.51,14.25,26.48,0.0,56.0
2023-01-29,Ludhiana,Punjab,30.901,75.8573,19.64,14.25,25.79,0.0,57.7
2023-01-29,Agra,Uttar Pradesh,27.1767,78.0081,20.72,13.38,26.72,0.0,49.3
2023-01-30,Nashik,Maharashtra,19.9975,73.7898,22.5,18.49,29.06,0.0,55.1
2023-01-30,Pune,Maharashtra,18.5204,73.8567,19.74,14.37,23.9,0.0,62.3
2023-01-30,Hubballi,Karnataka,15.3647,75.124,25.05,18.1,31.71,0.0,62.4
2023-01-30,Kolar,Karnataka,13.1367,78.1292,20.98,16.45,26.54,0.0,58.6
2023-01-30,Ludhiana,Punjab,30.901,75.8573,16.84,10.15,25.06,0.0,57.8
2023-01-30,Agra,Uttar Pradesh,27.1767,78.0081,19.98,14.22,25.43,0.0,50.3
2023-01-31,Nashik,Maharashtra,19.9975,73.7898,19.9,12.85,26.19,0.0,60.6
2023-01-31,Pune,Maharashtra,18.5204,73.8567,20.71,13.72,26.17,0.0,58.2
2023-01-31,Hubballi,Karnataka,15.3647,75.124,24.22,17.02,30.57,0.0,53.9
2023-01-31,Kolar,Karnataka,13.1367,78.1292,20.97,14.14,25.84,0.0,60.3
2023-01-31,Ludhiana,Punjab,30.901,75.8573,18.49,11.65,26.44,0.0,53.3
2023-01-31,Agra,Uttar Pradesh,27.1767,78.0081,16.43,9.17,24.43,0.0,50.2
2023-02-01,Nashik,Maharashtra,19.9975,73.7898,22.52,15.24,30.52,0.0,62.7
2023-02-01,Pune,Maharashtra,18.5204,73.8567,21.82,15.04,27.72,0.0,67.3
2023-02-01,Hubballi,Karnataka,15.3647,75.124,23.34,16.49,29.36,0.0,52.8
2023-02-01,Kolar,Karnataka,13.1367,78.1292,22.43,15.85,28.92,0.0,67.9
2023-02-01,Ludhiana,Punjab,30.901,75.8573,15.7,11.42,24.05,0.0,55.5
2023-02-01,Agra,Uttar Pradesh,27.1767,78.0081,20.16,15.36,27.51,0.0,56.4
2023-02-02,Nashik,Maharashtra,19.9975,73.7898,21.2,14.16,27.26,0.0,53.1
2023-02-02,Pune,Maharashtra,18.5204,73.8567,21.05,15.09,27.03,0.0,66.4
2023-02-02,Hubballi,Karnataka,15.3647,75.124,23.56,17.59,30.76,0.0,60.7
2023-02-02,Kolar,Karnataka,13.1367,78.1292,22.51,16.26,29.12,0.0,70.8
2023-02-02,Ludhiana,Punjab,30.901,75.8573,16.48,11.33,23.07,0.0,58.6
2023-02-02,Agra,Uttar Pradesh,27.1767,78.0081,20.59,15.35,26.21,3.16,57.7
2023-02-03,Nashik,Maharashtra,19.9975,73.7898,20.09,13.02,25.78,0.0,66.1
2023-02-03,Pune,Maharashtra,18.5204,73.8567,22.58,17.56,30.52,0.0,59.2
2023-02-03,Hubballi,Karnataka,15.3647,75.124,24.54,18.19,29.05,0.0,56.1
2023-02-03,Kolar,Karnataka,13.1367,78.1292,21.9,15.11,26.69,0.0,66.3
2023-02-03,Ludhiana,Punjab,30.901,75.8573,16.43,9.14,23.0,0.0,51.3
2023-02-03,Agra,Uttar Pradesh,27.1767,78.0081,20.76,15.41,27.36,0.0,51.3
2023-02-04,Nashik,Maharashtra,19.9975,73.7898,23.2,16.04,28.61,0.0,60.7
2023-02-04,Pune,Maharashtra,18.5204,73.8567,20.47,15.61,27.14,0.0,67.7
2023-02-04,Hubballi,Karnataka,15.3647,75.124,24.77,18.48,30.32,0.0,70.0
2023-02-04,Kolar,Karnataka,13.1367,78.1292,23.61,17.07,28.74,0.0,65.1
2023-02-04,Ludhiana,Punjab,30.901,75.8573,17.96,13.37,24.06,0.0,49.3
2023-02-04,Agra,Uttar Pradesh,27.1767,78.0081,20.74,13.73,26.64,0.0,56.7
2023-02-05,Nashik,Maharashtra,19.9975,73.7898,22.84,18.52,28.7,0.0,67.6
2023-02-05,Pune,Maharashtra,18.5204,73.8567,22.06,17.48,28.0,0.0,60.1
2023-02-05,Hubballi,Karnataka,15.3647,75.124,25.57,18.3,30.46,0.0,64.6
2023-02-05,Kolar,Karnataka,13.1367,78.1292,24.18,18.92,28.22,11.48,65.5
2023-02-05,Ludhiana,Punjab,30.901,75.8573,18.05,11.57,24.99,0.0,56.8
2023-02-05,Agra,Uttar Pradesh,27.1767,78.0081,21.05,16.76,26.97,0.0,59.5
2023-02-06,Nashik,Maharashtra,19.9975,73.7898,22.35,16.68,29.69,0.0,49.6
2023-02-06,Pune,Maharashtra,18.5204,73.8567,23.38,17.51,29.91,0.0,70.0
2023-02-06,Hubballi,Karnataka,15.3647,75.124,24.61,18.6,28.92,0.0,52.5
2023-02-06,Kolar,Karnataka,13.1367,78.1292,22.77,15.46,30.72,0.0,60.4
2023-02-06,Ludhiana,Punjab,30.901,75.8573,17.81,13.19,23.04,0.0,52.1
2023-02-06,Agra,Uttar Pradesh,27.1767,78.0081,19.94,12.47,27.15,9.04,54.2
2023-02-07,Nashik,Maharashtra,19.9975,73.7898,23.52,17.69,29.35,0.0,66.2
2023-02-07,Pune,Maharashtra,18.5204,73.8567,20.7,15.79,28.35,0.0,60.9
2023-02-07,Hubballi,Karnataka,15.3647,75.124,23.68,18.24,29.66,0.0,66.0
2023-02-07,Kolar,Karnataka,13.1367,78.1292,24.21,19.87,28.5,0.0,65.9
2023-02-07,Ludhiana,Punjab,30.901,75.8573,19.01,14.11,23.54,0.0,55.3
2023-02-07,Agra,Uttar Pradesh,27.1767,78.0081,20.31,15.3,28.27,0.0,52.8
2023-02-08,Nashik,Maharashtra,19.9975,73.7898,22.81,18.67,30.76,0.0,56.7
2023-02-08,Pune,Maharashtra,18.5204,73.8567,21.96,16.5,26.54,0.0,66.4
2023-02-08,Hubballi,Karnataka,15.3647,75.124,23.07,16.19,28.17,0.0,62.8
2023-02-08,Kolar,Karnataka,13.1367,78.1292,21.14,16.36,26.52,0.04,64.5
2023-02-08,Ludhiana,Punjab,30.901,75.8573,17.19,11.64,23.09,0.0,52.1
2023-02-08,Agra,Uttar Pradesh,27.1767,78.0081,21.25,14.8,25.64,0.0,47.8
2023-02-09,Nashik,Maharashtra,19.9975,73.7898,22.75,15.85,27.8,0.0,55.6
2023-02-09,Pune,Maharashtra,18.5204,73.8567,19.67,12.84,23.68,0.0,73.5
2023-02-09,Hubballi,Karnataka,15.3647,75.124,25.76,21.22,31.93,0.0,57.7
2023-02-09,Kolar,Karnataka,13.1367,78.1292,24.51,17.95,30.22,0.0,64.0
2023-02-09,Ludhiana,Punjab,30.901,75.8573,18.03,13.02,25.08,0.0,56.4
2023-02-09,Agra,Uttar Pradesh,27.1767,78.0081,22.17,17.93,27.57,0.0,49.8
2023-02-10,Nashik,Maharashtra,19.9975,73.7898,22.48,17.06,30.16,0.0,67.0
2023-02-10,Pune,Maharashtra,18.5204,73.8567,22.64,15.69,29.77,4.42,69.2
2023-02-10,Hubballi,Karnataka,15.3647,75.124,22.66,18.52,28.57,0.0,55.1
2023-02-10,Kolar,Karnataka,13.1367,78.1292,21.07,16.58,28.3,0.0,55.9
2023-02-10,Ludhiana,Punjab,30.901,75.8573,18.92,11.9,23.57,0.0,59.3
2023-02-10,Agra,Uttar Pradesh,27.1767,78.0081,20.13,13.5,27.53,0.0,50.0
2023-02-11,Nashik,Maharashtra,19.9975,73.7898,22.43,17.65,27.43,0.0,58.8
2023-02-11,Pune,Maharashtra,18.5204,73.8567,23.73,16.5,29.68,0.0,64.2
2023-02-11,Hubballi,Karnataka,15.3647,75.124,24.58,19.27,31.12,0.0,54.1
2023-02-11,Kolar,Karnataka,13.1367,78.1292,22.88,18.59,29.15,0.0,60.4
2023-02-11,Ludhiana,Punjab,30.901,75.8573,19.32,12.89,26.62,0.0,54.0
2023-02-11,Agra,Uttar Pradesh,27.1767,78.0081,20.24,13.06,27.02,0.0,50.7
2023-02-12,Nashik,Maharashtra,19.9975,73.7898,22.58,18.37,30.42,0.0,65.2
2023-02-12,Pune,Maharashtra,18.5204,73.8567,24.07,18.91,32.47,0.0,64.3
2023-02-12,Hubballi,Karnataka,15.3647,75.124,26.4,20.29,32.6,0.0,64.2
2023-02-12,Kolar,Karnataka,13.1367,78.1292,20.8,15.76,26.84,0.0,56.9
2023-02-12,Ludhiana,Punjab,30.901,75.8573,20.53,14.42,28.79,0.0,54.0
2023-02-12,Agra,Uttar Pradesh,27.1767,78.0081,21.21,14.1,26.55,0.0,57.9
2023-02-13,Nashik,Maharashtra,19.9975,73.7898,23.24,16.18,29.76,0.0,58.8
2023-02-13,Pune,Maharashtra,18.5204,73.8567,22.59,16.48,30.24,0.0,65.7
2023-02-13,Hubballi,Karnataka,15.3647,75.124,24.71,18.82,32.55,3.16,56.8
2023-02-13,Kolar,Karnataka,13.1367,78.1292,24.94,18.26,32.37,0.0,71.3
2023-02-13,Ludhiana,Punjab,30.901,75.8573,20.41,14.82,26.14,0.0,49.1
2023-02-13,Agra,Uttar Pradesh,27.1767,78.0081,22.16,15.86,27.16,0.4,53.4
2023-02-14,Nashik,Maharashtra,19.9975,73.7898,23.16,17.59,28.32,0.0,62.8
2023-02-14,Pune,Maharashtra,18.5204,73.8567,22.49,15.56,30.66,0.0,65.4
2023-02-14,Hubballi,Karnataka,15.3647,75.124,26.42,21.28,31.63,0.0,59.3
2023-02-14,Kolar,Karnataka,13.1367,78.1292,22.17,17.73,28.39,0.0,63.9
2023-02-14,Ludhiana,Punjab,30.901,75.8573,20.74,15.95,26.21,0.0,54.0
2023-02-14,Agra,Uttar Pradesh,27.1767,78.0081,24.13,19.82,30.57,0.0,48.6
2023-02-15,Nashik,Maharashtra,19.9975,73.7898,22.7,18.56,30.36,0.0,58.5
2023-02-15,Pune,Maharashtra,18.5204,73.8567,24.69,19.88,28.83,0.0,63.6
2023-02-15,Hubballi,Karnataka,15.3647,75.124,24.4,17.78,28.81,0.0,61.5
2023-02-15,Kolar,Karnataka,13.1367,78.1292,23.81,18.89,31.84,0.0,65.8
2023-02-15,Ludhiana,Punjab,30.901,75.8573,20.56,13.2,24.87,0.0,57.9
2023-02-15,Agra,Uttar Pradesh,27.1767,78.0081,22.07,15.46,26.31,0.0,46.4
2023-02-16,Nashik,Maharashtra,19.9975,73.7898,20.88,14.33,25.31,0.0,65.0
2023-02-16,Pune,Maharashtra,18.5204,73.8567,21.94,14.9,26.65,0.0,63.2
2023-02-16,Hubballi,Karnataka,15.3647,75.124,24.46,17.52,31.76,0.0,62.8
2023-02-16,Kolar,Karnataka,13.1367,78.1292,23.51,18.18,31.0,0.0,59.1
2023-02-16,Ludhiana,Punjab,30.901,75.8573,20.44,15.04,25.08,0.0,63.3
2023-02-16,Agra,Uttar Pradesh,27.1767,78.0081,20.67,16.41,25.93,0.0,58.7
2023-02-17,Nashik,Maharashtra,19.9975,73.7898,24.14,19.57,30.33,0.0,69.3
2023-02-17,Pune,Maharashtra,18.5204,73.8567,22.93,17.05,29.25,0.0,78.1
2023-02-17,Hubballi,Karnataka,15.3647,75.124,26.8,20.89,32.77,0.0,57.9
2023-02-17,Kolar,Karnataka,13.1367,78.1292,20.33,14.05,24.87,0.0,66.5
