order_id,product_id,seller_id,buyer_id,commodity,district,state,quantity_kg,unit,listed_unit_price,negotiated_unit_price,final_unit_price,order_date,status,fulfillment_days,delivery_outcome,dataset_nature
ORD-DEMO-1034,PROD-RIC-114,SELLER-FARMER-5,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,261.3,KG,54.08,54.08,54.08,2025-02-04,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1035,PROD-WHE-115,SELLER-FARMER-6,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,215.2,KG,26.09,26.09,26.09,2025-02-05,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1036,PROD-TOM-116,SELLER-FARMER-7,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,191.9,KG,28.69,26.23,26.23,2025-02-06,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1037,PROD-ONI-117,SELLER-FARMER-8,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,488.2,KG,30.87,29.8,29.8,2025-02-07,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1038,PROD-POT-118,SELLER-FARMER-9,BUYER-RETAIL-14,Potato,Pune,Maharashtra,490.6,KG,21.83,21.83,21.83,2025-02-08,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1039,PROD-RIC-119,SELLER-FARMER-10,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,356.6,KG,62.31,62.31,62.31,2025-02-09,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1040,PROD-WHE-100,SELLER-FARMER-11,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,392.0,KG,26.75,26.75,26.75,2025-02-10,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1041,PROD-TOM-101,SELLER-FARMER-12,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,116.0,KG,30.99,30.99,30.99,2025-02-11,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1042,PROD-ONI-102,SELLER-FARMER-13,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,25.8,KG,34.2,34.2,34.2,2025-02-12,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1043,PROD-POT-103,SELLER-FARMER-14,BUYER-RETAIL-19,Potato,Pune,Maharashtra,337.5,KG,23.17,23.17,23.17,2025-02-13,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1044,PROD-RIC-104,SELLER-FARMER-15,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,214.5,KG,62.08,58.57,58.57,2025-02-14,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1045,PROD-WHE-105,SELLER-FARMER-1,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,276.3,KG,25.14,25.14,25.14,2025-02-15,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1046,PROD-TOM-106,SELLER-FARMER-2,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,169.0,KG,27.83,27.83,27.83,2025-02-16,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1047,PROD-ONI-107,SELLER-FARMER-3,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,431.5,KG,30.78,28.94,28.94,2025-02-17,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1048,PROD-POT-108,SELLER-FARMER-4,BUYER-RETAIL-24,Potato,Pune,Maharashtra,378.7,KG,21.36,21.36,21.36,2025-02-18,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1049,PROD-RIC-109,SELLER-FARMER-5,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,44.6,KG,53.17,53.17,53.17,2025-02-19,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1050,PROD-WHE-110,SELLER-FARMER-6,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,161.2,KG,24.24,22.36,22.36,2025-02-20,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1051,PROD-TOM-111,SELLER-FARMER-7,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,282.0,KG,26.63,26.63,26.63,2025-02-21,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1052,PROD-ONI-112,SELLER-FARMER-8,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,76.2,KG,32.1,30.33,30.33,2025-02-22,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1053,PROD-POT-113,SELLER-FARMER-9,BUYER-RETAIL-4,Potato,Pune,Maharashtra,115.9,KG,25.02,25.02,25.02,2025-02-23,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1054,PROD-RIC-114,SELLER-FARMER-10,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,394.5,KG,56.03,54.15,54.15,2025-02-24,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1055,PROD-WHE-115,SELLER-FARMER-11,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,94.1,KG,23.95,22.07,22.07,2025-02-25,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1056,PROD-TOM-116,SELLER-FARMER-12,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,414.3,KG,28.37,28.37,28.37,2025-02-26,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1057,PROD-ONI-117,SELLER-FARMER-13,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,300.2,KG,34.19,34.19,34.19,2025-02-27,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1058,PROD-POT-118,SELLER-FARMER-14,BUYER-RETAIL-9,Potato,Pune,Maharashtra,449.2,KG,21.79,20.2,20.2,2025-02-28,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1059,PROD-RIC-119,SELLER-FARMER-15,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,372.2,KG,61.26,61.26,61.26,2025-03-01,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1060,PROD-WHE-100,SELLER-FARMER-1,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,260.1,KG,27.55,27.55,27.55,2025-03-02,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1061,PROD-TOM-101,SELLER-FARMER-2,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,267.2,KG,29.25,27.75,27.75,2025-03-03,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1062,PROD-ONI-102,SELLER-FARMER-3,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,224.8,KG,30.82,30.82,30.82,2025-03-04,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1063,PROD-POT-103,SELLER-FARMER-4,BUYER-RETAIL-14,Potato,Pune,Maharashtra,349.7,KG,21.15,21.15,21.15,2025-03-05,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1064,PROD-RIC-104,SELLER-FARMER-5,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,490.3,KG,58.86,57.36,57.36,2025-03-06,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1065,PROD-WHE-105,SELLER-FARMER-6,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,198.6,KG,24.18,24.18,24.18,2025-03-07,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1066,PROD-TOM-106,SELLER-FARMER-7,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,471.9,KG,27.06,27.06,27.06,2025-03-08,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1067,PROD-ONI-107,SELLER-FARMER-8,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,110.6,KG,34.93,32.89,32.89,2025-03-09,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1068,PROD-POT-108,SELLER-FARMER-9,BUYER-RETAIL-19,Potato,Pune,Maharashtra,401.7,KG,21.0,19.64,19.64,2025-03-10,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1069,PROD-RIC-109,SELLER-FARMER-10,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,198.3,KG,56.64,51.53,51.53,2025-03-11,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1070,PROD-WHE-110,SELLER-FARMER-11,BUYER-RETAIL-21,Wheat,Nashik,Maharashtra,463.6,KG,25.1,23.31,23.31,2025-03-12,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1071,PROD-TOM-111,SELLER-FARMER-12,BUYER-RETAIL-22,Tomato,Hubballi,Karnataka,446.8,KG,31.6,29.2,29.2,2025-03-13,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1072,PROD-ONI-112,SELLER-FARMER-13,BUYER-RETAIL-23,Onion,Nashik,Maharashtra,197.6,KG,33.6,33.6,33.6,2025-03-14,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1073,PROD-POT-113,SELLER-FARMER-14,BUYER-RETAIL-24,Potato,Pune,Maharashtra,129.6,KG,23.93,22.65,22.65,2025-03-15,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1074,PROD-RIC-114,SELLER-FARMER-15,BUYER-RETAIL-25,Rice,Hubballi,Karnataka,290.9,KG,61.05,55.22,55.22,2025-03-16,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1075,PROD-WHE-115,SELLER-FARMER-1,BUYER-RETAIL-1,Wheat,Nashik,Maharashtra,457.3,KG,24.3,22.84,22.84,2025-03-17,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1076,PROD-TOM-116,SELLER-FARMER-2,BUYER-RETAIL-2,Tomato,Hubballi,Karnataka,181.8,KG,27.61,24.87,24.87,2025-03-18,DELIVERED,5,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1077,PROD-ONI-117,SELLER-FARMER-3,BUYER-RETAIL-3,Onion,Nashik,Maharashtra,368.3,KG,32.88,32.88,32.88,2025-03-19,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1078,PROD-POT-118,SELLER-FARMER-4,BUYER-RETAIL-4,Potato,Pune,Maharashtra,66.7,KG,24.54,22.89,22.89,2025-03-20,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1079,PROD-RIC-119,SELLER-FARMER-5,BUYER-RETAIL-5,Rice,Hubballi,Karnataka,203.3,KG,60.5,54.54,54.54,2025-03-21,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1080,PROD-WHE-100,SELLER-FARMER-6,BUYER-RETAIL-6,Wheat,Nashik,Maharashtra,461.5,KG,24.85,24.85,24.85,2025-03-22,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1081,PROD-TOM-101,SELLER-FARMER-7,BUYER-RETAIL-7,Tomato,Hubballi,Karnataka,374.0,KG,29.99,29.99,29.99,2025-03-23,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1082,PROD-ONI-102,SELLER-FARMER-8,BUYER-RETAIL-8,Onion,Nashik,Maharashtra,68.9,KG,31.79,28.84,28.84,2025-03-24,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1083,PROD-POT-103,SELLER-FARMER-9,BUYER-RETAIL-9,Potato,Pune,Maharashtra,60.8,KG,24.2,24.2,24.2,2025-03-25,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1084,PROD-RIC-104,SELLER-FARMER-10,BUYER-RETAIL-10,Rice,Hubballi,Karnataka,462.6,KG,57.64,57.64,57.64,2025-03-26,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1085,PROD-WHE-105,SELLER-FARMER-11,BUYER-RETAIL-11,Wheat,Nashik,Maharashtra,397.8,KG,24.52,24.52,24.52,2025-03-27,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1086,PROD-TOM-106,SELLER-FARMER-12,BUYER-RETAIL-12,Tomato,Hubballi,Karnataka,334.4,KG,28.09,28.09,28.09,2025-03-28,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1087,PROD-ONI-107,SELLER-FARMER-13,BUYER-RETAIL-13,Onion,Nashik,Maharashtra,395.6,KG,32.6,29.82,29.82,2025-03-29,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1088,PROD-POT-108,SELLER-FARMER-14,BUYER-RETAIL-14,Potato,Pune,Maharashtra,144.1,KG,25.23,23.14,23.14,2025-03-30,DELIVERED,4,DELIVERED_SLIGHT_DELAY,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1089,PROD-RIC-109,SELLER-FARMER-15,BUYER-RETAIL-15,Rice,Hubballi,Karnataka,255.6,KG,56.34,56.34,56.34,2025-03-31,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1090,PROD-WHE-110,SELLER-FARMER-1,BUYER-RETAIL-16,Wheat,Nashik,Maharashtra,334.9,KG,24.23,24.23,24.23,2025-04-01,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1091,PROD-TOM-111,SELLER-FARMER-2,BUYER-RETAIL-17,Tomato,Hubballi,Karnataka,30.5,KG,27.95,27.95,27.95,2025-04-02,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1092,PROD-ONI-112,SELLER-FARMER-3,BUYER-RETAIL-18,Onion,Nashik,Maharashtra,390.7,KG,35.04,32.91,32.91,2025-04-03,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1093,PROD-POT-113,SELLER-FARMER-4,BUYER-RETAIL-19,Potato,Pune,Maharashtra,390.6,KG,20.9,20.9,20.9,2025-04-04,DELIVERED,3,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
ORD-DEMO-1094,PROD-RIC-114,SELLER-FARMER-5,BUYER-RETAIL-20,Rice,Hubballi,Karnataka,290.1,KG,58.27,54.41,54.41,2025-04-05,DELIVERED,2,DELIVERED_ON_TIME,SYNTHETIC / DEMO DATA — NOT REAL OBSERVATIONS
