date,district,state,latitude,longitude,temp_mean,temp_min,temp_max,rainfall,humidity
2023-02-09,Nashik,Maharashtra,19.9975,73.7898,17.26,13.06,23.75,0.0,59.14
2023-02-10,Nashik,Maharashtra,19.9975,73.7898,22.86,16.67,27.46,0.0,46.97
2023-02-11,Nashik,Maharashtra,19.9975,73.7898,20.49,15.17,26.97,0.0,44.33
2023-02-12,Nashik,Maharashtra,19.9975,73.7898,18.77,12.99,23.5,0.0,44.76
2023-02-13,Nashik,Maharashtra,19.9975,73.7898,21.46,15.65,27.43,0.0,51.72
2023-02-14,Nashik,Maharashtra,19.9975,73.7898,20.18,15.41,25.11,0.0,43.81
2023-02-15,Nashik,Maharashtra,19.9975,73.7898,20.79,16.7,27.16,0.0,54.13
2023-02-16,Nashik,Maharashtra,19.9975,73.7898,20.36,15.42,27.79,0.0,50.02
2023-02-17,Nashik,Maharashtra,19.9975,73.7898,23.04,16.45,30.38,0.0,54.17
2023-02-18,Nashik,Maharashtra,19.9975,73.7898,19.8,13.32,26.08,0.0,43.42
2023-02-19,Nashik,Maharashtra,19.9975,73.7898,22.57,15.88,29.59,0.0,47.31
2023-02-20,Nashik,Maharashtra,19.9975,73.7898,21.6,16.84,27.79,0.22,46.1
2023-02-21,Nashik,Maharashtra,19.9975,73.7898,20.71,14.98,25.54,0.0,44.68
2023-02-22,Nashik,Maharashtra,19.9975,73.7898,22.27,15.99,30.26,0.0,43.54
2023-02-23,Nashik,Maharashtra,19.9975,73.7898,19.61,13.38,24.9,0.0,42.97
2023-02-24,Nashik,Maharashtra,19.9975,73.7898,20.34,15.98,26.62,0.0,59.62
2023-02-25,Nashik,Maharashtra,19.9975,73.7898,22.29,16.96,28.82,0.0,49.69
2023-02-26,Nashik,Maharashtra,19.9975,73.7898,23.4,16.94,28.65,0.0,55.58
2023-02-27,Nashik,Maharashtra,19.9975,73.7898,21.01,15.24,28.55,0.0,39.16
2023-02-28,Nashik,Maharashtra,19.9975,73.7898,20.67,14.21,26.76,0.0,48.48
2023-03-01,Nashik,Maharashtra,19.9975,73.7898,23.4,16.72,29.53,0.0,57.65
2023-03-02,Nashik,Maharashtra,19.9975,73.7898,20.91,14.92,26.82,0.0,45.68
2023-03-03,Nashik,Maharashtra,19.9975,73.7898,21.86,17.48,29.4,0.0,61.25
2023-03-04,Nashik,Maharashtra,19.9975,73.7898,22.93,16.12,29.25,0.0,49.16
2023-03-05,Nashik,Maharashtra,19.9975,73.7898,21.74,16.41,26.22,0.0,61.9
2023-03-06,Nashik,Maharashtra,19.9975,73.7898,20.78,15.87,28.34,0.3,34.59
2023-03-07,Nashik,Maharashtra,19.9975,73.7898,21.05,14.51,26.3,0.0,60.3
2023-03-08,Nashik,Maharashtra,19.9975,73.7898,22.01,17.03,29.68,0.0,62.87
2023-03-09,Nashik,Maharashtra,19.9975,73.7898,21.79,16.23,27.93,0.0,54.12
2023-03-10,Nashik,Maharashtra,19.9975,73.7898,22.56,18.46,27.99,0.0,51.19
2023-03-11,Nashik,Maharashtra,19.9975,73.7898,22.75,18.75,29.53,0.0,48.56
2023-03-12,Nashik,Maharashtra,19.9975,73.7898,23.2,16.63,30.05,0.0,42.32
2023-03-13,Nashik,Maharashtra,19.9975,73.7898,22.21,17.02,26.62,1.77,61.73
2023-03-14,Nashik,Maharashtra,19.9975,73.7898,20.95,15.29,27.71,3.09,56.35
2023-03-15,Nashik,Maharashtra,19.9975,73.7898,23.39,19.19,28.86,0.0,53.51
2023-03-16,Nashik,Maharashtra,19.9975,73.7898,21.45,14.76,29.2,0.0,47.71
2023-03-17,Nashik,Maharashtra,19.9975,73.7898,24.7,19.53,29.88,0.0,50.37
2023-03-18,Nashik,Maharashtra,19.9975,73.7898,23.82,19.77,28.85,2.28,49.56
2023-03-19,Nashik,Maharashtra,19.9975,73.7898,23.86,17.12,29.31,0.0,52.76
2023-03-20,Nashik,Maharashtra,19.9975,73.7898,23.94,18.93,30.72,0.0,54.19
2023-03-21,Nashik,Maharashtra,19.9975,73.7898,23.59,18.56,28.85,0.0,47.02
2023-03-22,Nashik,Maharashtra,19.9975,73.7898,24.38,17.41,29.3,0.0,60.55
2023-03-23,Nashik,Maharashtra,19.9975,73.7898,24.69,18.37,31.72,0.0,55.92
2023-03-24,Nashik,Maharashtra,19.9975,73.7898,21.4,15.95,27.72,0.0,42.12
2023-03-25,Nashik,Maharashtra,19.9975,73.7898,23.92,18.78,31.9,0.0,53.83
2023-03-26,Nashik,Maharashtra,19.9975,73.7898,26.01,21.97,32.31,0.0,42.12
2023-03-27,Nashik,Maharashtra,19.9975,73.7898,22.29,17.81,27.69,0.0,44.23
2023-03-28,Nashik,Maharashtra,19.9975,73.7898,24.32,20.1,29.81,0.0,50.93
2023-03-29,Nashik,Maharashtra,19.9975,73.7898,24.88,20.83,31.93,0.0,49.97
2023-03-30,Nashik,Maharashtra,19.9975,73.7898,23.26,17.36,28.65,0.0,50.73
2023-03-31,Nashik,Maharashtra,19.9975,73.7898,23.57,18.32,28.64,0.0,51.09
2023-04-01,Nashik,Maharashtra,19.9975,73.7898,24.94,19.56,29.56,0.0,57.64
2023-04-02,Nashik,Maharashtra,19.9975,73.7898,27.93,23.83,34.56,0.0,50.25
2023-04-03,Nashik,Maharashtra,19.9975,73.7898,26.64,21.21,33.29,0.0,58.88
2023-04-04,Nashik,Maharashtra,19.9975,73.7898,24.14,19.29,29.29,0.0,55.94
2023-04-05,Nashik,Maharashtra,19.9975,73.7898,24.81,17.9,29.39,0.0,50.19
2023-04-06,Nashik,Maharashtra,19.9975,73.7898,23.81,19.39,30.24,0.0,50.87
2023-04-07,Nashik,Maharashtra,19.9975,73.7898,24.22,19.4,28.67,0.0,44.18
2023-04-08,Nashik,Maharashtra,19.9975,73.7898,23.71,19.42,29.32,0.0,54.64
2023-04-09,Nashik,Maharashtra,19.9975,73.7898,25.58,19.0,33.05,0.0,46.68
2023-04-10,Nashik,Maharashtra,19.9975,73.7898,26.74,20.32,33.77,0.0,62.98
2023-04-11,Nashik,Maharashtra,19.9975,73.7898,23.35,17.5,29.93,0.0,49.21
2023-04-12,Nashik,Maharashtra,19.9975,73.7898,25.82,19.5,31.04,0.0,52.87
2023-04-13,Nashik,Maharashtra,19.9975,73.7898,27.02,22.99,31.77,1.07,44.49
2023-04-14,Nashik,Maharashtra,19.9975,73.7898,24.21,17.52,31.57,0.0,49.95
2023-04-15,Nashik,Maharashtra,19.9975,73.7898,26.98,22.28,32.17,0.0,49.75
2023-04-16,Nashik,Maharashtra,19.9975,73.7898,25.53,20.1,31.78,0.0,53.54
2023-04-17,Nashik,Maharashtra,19.9975,73.7898,25.04,19.18,32.05,0.0,58.75
2023-04-18,Nashik,Maharashtra,19.9975,73.7898,25.63,18.64,31.62,0.0,48.34
2023-04-19,Nashik,Maharashtra,19.9975,73.7898,26.14,20.98,31.92,0.0,53.97
2023-04-20,Nashik,Maharashtra,19.9975,73.7898,24.72,17.76,28.88,0.0,54.48
2023-04-21,Nashik,Maharashtra,19.9975,73.7898,27.6,20.63,33.59,0.0,51.85
2023-04-22,Nashik,Maharashtra,19.9975,73.7898,25.45,18.68,29.81,0.0,53.76
2023-04-23,Nashik,Maharashtra,19.9975,73.7898,27.39,20.7,32.12,0.0,56.65
2023-04-24,Nashik,Maharashtra,19.9975,73.7898,25.14,19.95,33.05,0.0,43.26
2023-04-25,Nashik,Maharashtra,19.9975,73.7898,24.21,18.49,30.08,0.0,42.8
2023-04-26,Nashik,Maharashtra,19.9975,73.7898,27.52,22.49,33.44,0.0,53.49
2023-04-27,Nashik,Maharashtra,19.9975,73.7898,27.5,20.55,34.87,0.0,62.23
2023-04-28,Nashik,Maharashtra,19.9975,73.7898,28.72,23.28,34.4,0.0,41.76
2023-04-29,Nashik,Maharashtra,19.9975,73.7898,27.37,21.56,32.79,0.0,50.42
2023-04-30,Nashik,Maharashtra,19.9975,73.7898,25.73,20.7,32.78,0.0,45.39
2023-05-01,Nashik,Maharashtra,19.9975,73.7898,27.83,21.5,33.83,0.0,45.92
2023-05-02,Nashik,Maharashtra,19.9975,73.7898,24.79,20.74,31.31,0.0,62.12
2023-05-03,Nashik,Maharashtra,19.9975,73.7898,27.06,22.6,32.07,0.0,57.87
2023-05-04,Nashik,Maharashtra,19.9975,73.7898,29.99,25.18,35.46,0.0,44.16
2023-05-05,Nashik,Maharashtra,19.9975,73.7898,26.73,22.48,31.22,0.0,51.04
2023-05-06,Nashik,Maharashtra,19.9975,73.7898,25.84,19.46,32.98,0.0,58.73
2023-05-07,Nashik,Maharashtra,19.9975,73.7898,26.78,21.26,33.22,0.0,48.13
2023-05-08,Nashik,Maharashtra,19.9975,73.7898,26.53,21.54,31.19,0.0,53.17
2023-05-09,Nashik,Maharashtra,19.9975,73.7898,27.96,22.13,32.98,0.0,47.75
2023-05-10,Nashik,Maharashtra,19.9975,73.7898,27.74,20.88,34.28,0.0,43.85
2023-05-11,Nashik,Maharashtra,19.9975,73.7898,27.28,20.96,34.35,0.0,59.36
2023-05-12,Nashik,Maharashtra,19.9975,73.7898,29.78,23.9,37.58,0.0,56.55
2023-05-13,Nashik,Maharashtra,19.9975,73.7898,27.42,22.82,32.88,0.0,55.74
2023-05-14,Nashik,Maharashtra,19.9975,73.7898,30.66,25.41,37.04,0.0,40.17
2023-05-15,Nashik,Maharashtra,19.9975,73.7898,25.69,19.62,30.88,0.0,54.17
2023-05-16,Nashik,Maharashtra,19.9975,73.7898,28.51,23.08,36.01,0.0,59.29
2023-05-17,Nashik,Maharashtra,19.9975,73.7898,28.13,21.15,35.66,0.0,51.91
2023-05-18,Nashik,Maharashtra,19.9975,73.7898,30.39,26.21,38.29,0.0,46.4
2023-05-19,Nashik,Maharashtra,19.9975,73.7898,29.28,24.78,37.12,0.0,48.05
2023-05-20,Nashik,Maharashtra,19.9975,73.7898,28.21,23.51,32.38,0.0,52.6
2023-05-21,Nashik,Maharashtra,19.9975,73.7898,31.35,25.69,35.9,0.0,41.74
2023-05-22,Nashik,Maharashtra,19.9975,73.7898,30.97,26.38,36.25,0.0,53.22
2023-05-23,Nashik,Maharashtra,19.9975,73.7898,28.23,21.52,35.42,0.0,62.48
2023-05-24,Nashik,Maharashtra,19.9975,73.7898,29.94,24.63,36.12,0.0,39.27
2023-05-25,Nashik,Maharashtra,19.9975,73.7898,29.62,25.21,34.49,0.0,51.08
2023-05-26,Nashik,Maharashtra,19.9975,73.7898,28.95,24.85,36.26,0.0,49.82
2023-05-27,Nashik,Maharashtra,19.9975,73.7898,29.73,23.23,37.22,0.0,46.86
2023-05-28,Nashik,Maharashtra,19.9975,73.7898,32.49,27.87,37.13,0.0,51.63
2023-05-29,Nashik,Maharashtra,19.9975,73.7898,29.17,24.94,35.91,0.0,44.96
2023-05-30,Nashik,Maharashtra,19.9975,73.7898,27.8,21.2,32.3,0.0,82.31
2023-05-31,Nashik,Maharashtra,19.9975,73.7898,28.47,21.83,34.93,6.77,84.55
2023-06-01,Nashik,Maharashtra,19.9975,73.7898,27.8,21.18,33.11,48.22,77.78
2023-06-02,Nashik,Maharashtra,19.9975,73.7898,31.41,24.41,38.96,41.99,76.24
2023-06-03,Nashik,Maharashtra,19.9975,73.7898,31.15,25.43,37.57,0.0,72.3
2023-06-04,Nashik,Maharashtra,19.9975,73.7898,30.92,24.49,37.4,0.12,88.05
2023-06-05,Nashik,Maharashtra,19.9975,73.7898,31.84,27.58,36.26,0.0,83.05
2023-06-06,Nashik,Maharashtra,19.9975,73.7898,29.31,23.35,35.12,0.0,75.56
2023-06-07,Nashik,Maharashtra,19.9975,73.7898,30.49,24.64,37.15,14.38,82.91
2023-06-08,Nashik,Maharashtra,19.9975,73.7898,31.84,25.72,39.68,2.58,85.83
2023-06-09,Nashik,Maharashtra,19.9975,73.7898,31.11,26.91,36.2,0.0,75.72
2023-06-10,Nashik,Maharashtra,19.9975,73.7898,31.66,27.38,36.34,32.64,77.32
2023-06-11,Nashik,Maharashtra,19.9975,73.7898,30.96,25.49,35.29,0.0,82.24
2023-06-12,Nashik,Maharashtra,19.9975,73.7898,29.04,24.03,33.71,0.0,76.6
2023-06-13,Nashik,Maharashtra,19.9975,73.7898,32.75,28.32,40.57,0.0,82.21
2023-06-14,Nashik,Maharashtra,19.9975,73.7898,31.69,25.62,37.65,10.69,84.16
2023-06-15,Nashik,Maharashtra,19.9975,73.7898,30.43,23.51,34.52,7.02,75.63
2023-06-16,Nashik,Maharashtra,19.9975,73.7898,32.42,28.11,39.0,6.13,95.21
2023-06-17,Nashik,Maharashtra,19.9975,73.7898,29.56,24.47,36.94,37.56,82.74
2023-06-18,Nashik,Maharashtra,19.9975,73.7898,29.16,25.14,34.23,0.0,94.58
2023-06-19,Nashik,Maharashtra,19.9975,73.7898,32.25,26.39,37.65,0.0,74.95
2023-06-20,Nashik,Maharashtra,19.9975,73.7898,32.36,27.75,38.35,4.94,80.43
2023-06-21,Nashik,Maharashtra,19.9975,73.7898,33.73,28.42,39.58,0.0,79.47
2023-06-22,Nashik,Maharashtra,19.9975,73.7898,30.38,24.95,35.62,21.95,92.18
2023-06-23,Nashik,Maharashtra,19.9975,73.7898,31.43,25.53,36.63,0.0,86.85
2023-06-24,Nashik,Maharashtra,19.9975,73.7898,31.13,26.38,36.69,3.25,89.12
2023-06-25,Nashik,Maharashtra,19.9975,73.7898,32.5,25.97,38.86,0.0,86.96
2023-06-26,Nashik,Maharashtra,19.9975,73.7898,31.33,26.87,36.71,0.0,78.54
2023-06-27,Nashik,Maharashtra,19.9975,73.7898,30.94,24.63,38.69,4.75,87.53
2023-06-28,Nashik,Maharashtra,19.9975,73.7898,31.83,26.86,39.1,3.95,98.0
2023-06-29,Nashik,Maharashtra,19.9975,73.7898,31.77,25.28,36.93,26.97,89.49
2023-06-30,Nashik,Maharashtra,19.9975,73.7898,32.7,28.04,38.72,0.0,82.16
2023-07-01,Nashik,Maharashtra,19.9975,73.7898,29.35,22.59,36.93,5.42,85.3
2023-07-02,Nashik,Maharashtra,19.9975,73.7898,31.17,25.82,36.26,0.0,86.7
2023-07-03,Nashik,Maharashtra,19.9975,73.7898,32.12,27.27,40.1,0.0,84.97
2023-07-04,Nashik,Maharashtra,19.9975,73.7898,28.27,21.47,35.82,0.0,81.79
2023-07-05,Nashik,Maharashtra,19.9975,73.7898,32.55,25.74,40.1,34.89,84.87
2023-07-06,Nashik,Maharashtra,19.9975,73.7898,33.15,27.89,37.52,7.74,87.15
2023-07-07,Nashik,Maharashtra,19.9975,73.7898,31.66,26.18,39.44,0.0,90.65
2023-07-08,Nashik,Maharashtra,19.9975,73.7898,32.97,26.76,39.19,0.0,90.15
2023-07-09,Nashik,Maharashtra,19.9975,73.7898,29.86,25.63,37.73,28.66,84.67
2023-07-10,Nashik,Maharashtra,19.9975,73.7898,30.09,23.86,38.03,0.0,84.25
2023-07-11,Nashik,Maharashtra,19.9975,73.7898,31.77,26.37,39.24,0.0,81.07
2023-07-12,Nashik,Maharashtra,19.9975,73.7898,32.84,28.45,39.08,24.94,87.54
2023-07-13,Nashik,Maharashtra,19.9975,73.7898,31.26,25.58,38.11,14.48,84.93
2023-07-14,Nashik,Maharashtra,19.9975,73.7898,34.35,28.6,40.63,0.0,88.54
2023-07-15,Nashik,Maharashtra,19.9975,73.7898,30.92,25.2,35.49,0.0,78.03
2023-07-16,Nashik,Maharashtra,19.9975,73.7898,29.61,24.53,33.71,0.0,88.0
2023-07-17,Nashik,Maharashtra,19.9975,73.7898,30.08,23.45,35.58,4.49,89.11
2023-07-18,Nashik,Maharashtra,19.9975,73.7898,30.2,23.57,37.69,11.68,88.2
2023-07-19,Nashik,Maharashtra,19.9975,73.7898,31.09,26.82,38.62,0.0,85.66
2023-07-20,Nashik,Maharashtra,19.9975,73.7898,31.36,27.16,36.76,39.73,86.39
2023-07-21,Nashik,Maharashtra,19.9975,73.7898,33.61,28.35,37.63,2.36,85.57
2023-07-22,Nashik,Maharashtra,19.9975,73.7898,32.39,27.23,38.7,6.57,83.16
2023-07-23,Nashik,Maharashtra,19.9975,73.7898,31.99,25.1,39.06,0.0,74.08
2023-07-24,Nashik,Maharashtra,19.9975,73.7898,31.11,25.33,37.99,0.0,80.11
2023-07-25,Nashik,Maharashtra,19.9975,73.7898,34.52,29.49,42.37,0.0,84.89
2023-07-26,Nashik,Maharashtra,19.9975,73.7898,33.11,28.36,40.28,8.9,88.77
2023-07-27,Nashik,Maharashtra,19.9975,73.7898,31.75,26.03,39.12,0.0,77.64
2023-07-28,Nashik,Maharashtra,19.9975,73.7898,31.61,27.13,38.66,0.0,89.41
2023-07-29,Nashik,Maharashtra,19.9975,73.7898,31.66,26.52,36.31,0.0,79.88
2023-07-30,Nashik,Maharashtra,19.9975,73.7898,31.54,25.56,38.43,0.0,77.91
2023-07-31,Nashik,Maharashtra,19.9975,73.7898,30.6,23.73,36.76,0.0,81.94
2023-08-01,Nashik,Maharashtra,19.9975,73.7898,31.6,25.47,38.21,0.0,86.23
2023-08-02,Nashik,Maharashtra,19.9975,73.7898,32.24,28.0,37.95,0.0,93.38
2023-08-03,Nashik,Maharashtra,19.9975,73.7898,31.84,26.41,38.81,0.0,68.51
2023-08-04,Nashik,Maharashtra,19.9975,73.7898,33.18,27.58,39.43,0.0,90.19
2023-08-05,Nashik,Maharashtra,19.9975,73.7898,31.79,26.06,36.05,0.0,74.68
2023-08-06,Nashik,Maharashtra,19.9975,73.7898,32.72,25.89,40.23,0.0,80.72
2023-08-07,Nashik,Maharashtra,19.9975,73.7898,31.04,26.51,36.13,0.0,80.41
2023-08-08,Nashik,Maharashtra,19.9975,73.7898,30.82,23.85,37.67,31.65,86.79
2023-08-09,Nashik,Maharashtra,19.9975,73.7898,32.72,27.14,38.34,0.0,89.26
2023-08-10,Nashik,Maharashtra,19.9975,73.7898,30.2,25.42,37.45,17.98,78.83
2023-08-11,Nashik,Maharashtra,19.9975,73.7898,29.71,24.38,34.78,0.0,75.32
2023-08-12,Nashik,Maharashtra,19.9975,73.7898,30.49,26.3,38.1,1.0,85.35
2023-08-13,Nashik,Maharashtra,19.9975,73.7898,31.87,27.1,36.34,17.31,84.36
2023-08-14,Nashik,Maharashtra,19.9975,73.7898,31.07,24.42,36.86,0.0,82.05
2023-08-15,Nashik,Maharashtra,19.9975,73.7898,30.79,25.06,34.94,0.0,86.19
2023-08-16,Nashik,Maharashtra,19.9975,73.7898,31.78,26.59,37.45,14.64,83.96
2023-08-17,Nashik,Maharashtra,19.9975,73.7898,29.62,23.14,34.59,19.31,87.55
2023-08-18,Nashik,Maharashtra,19.9975,73.7898,30.7,25.78,34.71,5.79,81.81
2023-08-19,Nashik,Maharashtra,19.9975,73.7898,30.64,25.37,36.14,12.69,76.3
2023-08-20,Nashik,Maharashtra,19.9975,73.7898,30.34,23.82,34.7,0.66,85.3
2023-08-21,Nashik,Maharashtra,19.9975,73.7898,29.93,24.32,37.24,7.75,80.01
2023-08-22,Nashik,Maharashtra,19.9975,73.7898,28.4,21.97,32.41,5.03,94.57
2023-08-23,Nashik,Maharashtra,19.9975,73.7898,30.35,24.91,37.45,0.0,85.7
2023-08-24,Nashik,Maharashtra,19.9975,73.7898,32.32,27.18,36.71,0.0,88.15
2023-08-25,Nashik,Maharashtra,19.9975,73.7898,30.26,24.23,37.55,23.8,80.84
2023-08-26,Nashik,Maharashtra,19.9975,73.7898,30.37,24.35,37.73,0.0,81.71
2023-08-27,Nashik,Maharashtra,19.9975,73.7898,32.02,27.78,39.42,0.0,82.16
2023-08-28,Nashik,Maharashtra,19.9975,73.7898,31.06,26.95,37.74,6.41,88.25
2023-08-29,Nashik,Maharashtra,19.9975,73.7898,30.3,25.52,34.71,0.0,81.34
2023-08-30,Nashik,Maharashtra,19.9975,73.7898,29.48,25.05,36.35,29.15,75.1
2023-08-31,Nashik,Maharashtra,19.9975,73.7898,31.62,27.19,36.27,2.46,84.27
2023-09-01,Nashik,Maharashtra,19.9975,73.7898,31.18,26.51,35.53,3.54,88.07
2023-09-02,Nashik,Maharashtra,19.9975,73.7898,29.48,24.15,36.84,0.0,77.36
2023-09-03,Nashik,Maharashtra,19.9975,73.7898,32.09,27.45,37.96,11.65,81.31
2023-09-04,Nashik,Maharashtra,19.9975,73.7898,28.26,21.87,32.6,0.0,81.09
2023-09-05,Nashik,Maharashtra,19.9975,73.7898,30.38,24.18,34.9,3.98,87.87
2023-09-06,Nashik,Maharashtra,19.9975,73.7898,28.78,22.05,35.25,0.0,82.36
2023-09-07,Nashik,Maharashtra,19.9975,73.7898,29.56,25.38,36.97,0.0,88.05
2023-09-08,Nashik,Maharashtra,19.9975,73.7898,31.33,26.34,39.25,14.92,83.18
2023-09-09,Nashik,Maharashtra,19.9975,73.7898,30.58,25.12,37.42,6.66,92.05
2023-09-10,Nashik,Maharashtra,19.9975,73.7898,28.97,23.99,34.67,0.0,74.85
2023-09-11,Nashik,Maharashtra,19.9975,73.7898,30.09,25.75,37.25,0.0,84.68
2023-09-12,Nashik,Maharashtra,19.9975,73.7898,28.9,23.12,33.38,0.0,87.22
2023-09-13,Nashik,Maharashtra,19.9975,73.7898,29.42,22.81,37.15,0.0,89.19
2023-09-14,Nashik,Maharashtra,19.9975,73.7898,30.61,24.52,38.3,0.0,86.04
2023-09-15,Nashik,Maharashtra,19.9975,73.7898,28.86,23.24,36.28,11.06,80.01
2023-09-16,Nashik,Maharashtra,19.9975,73.7898,31.77,25.47,38.82,5.16,94.34
2023-09-17,Nashik,Maharashtra,19.9975,73.7898,27.92,22.77,34.88,0.0,94.78
2023-09-18,Nashik,Maharashtra,19.9975,73.7898,29.2,24.54,33.32,2.41,88.21
2023-09-19,Nashik,Maharashtra,19.9975,73.7898,28.46,23.69,35.39,0.0,90.07
2023-09-20,Nashik,Maharashtra,19.9975,73.7898,29.37,22.59,34.39,0.0,81.5
2023-09-21,Nashik,Maharashtra,19.9975,73.7898,28.42,21.91,33.73,24.06,86.92
2023-09-22,Nashik,Maharashtra,19.9975,73.7898,28.38,24.01,34.35,0.0,85.06
2023-09-23,Nashik,Maharashtra,19.9975,73.7898,29.67,24.99,34.97,0.0,82.74
2023-09-24,Nashik,Maharashtra,19.9975,73.7898,30.7,26.43,36.87,0.0,79.79
2023-09-25,Nashik,Maharashtra,19.9975,73.7898,27.8,23.69,35.05,8.45,79.67
2023-09-26,Nashik,Maharashtra,19.9975,73.7898,26.94,22.85,32.37,0.0,87.82
2023-09-27,Nashik,Maharashtra,19.9975,73.7898,28.42,24.14,33.27,0.0,81.0
2023-09-28,Nashik,Maharashtra,19.9975,73.7898,26.85,20.16,33.81,0.0,55.26
2023-09-29,Nashik,Maharashtra,19.9975,73.7898,27.96,20.99,33.44,0.0,46.72
2023-09-30,Nashik,Maharashtra,19.9975,73.7898,29.56,25.4,35.06,0.0,52.16
2023-10-01,Nashik,Maharashtra,19.9975,73.7898,28.96,24.67,36.54,0.0,44.61
2023-10-02,Nashik,Maharashtra,19.9975,73.7898,26.81,20.3,33.75,0.0,54.19
2023-10-03,Nashik,Maharashtra,19.9975,73.7898,28.51,23.36,35.61,0.0,44.1
2023-10-04,Nashik,Maharashtra,19.9975,73.7898,28.01,22.81,32.58,0.0,62.45
2023-10-05,Nashik,Maharashtra,19.9975,73.7898,25.9,21.67,31.01,0.0,60.11
2023-10-06,Nashik,Maharashtra,19.9975,73.7898,27.97,23.48,33.92,0.0,61.0
2023-10-07,Nashik,Maharashtra,19.9975,73.7898,27.04,21.42,33.1,0.0,69.63
2023-10-08,Nashik,Maharashtra,19.9975,73.7898,28.49,22.86,34.24,0.0,46.82
2023-10-09,Nashik,Maharashtra,19.9975,73.7898,24.65,18.69,29.13,0.0,55.3
2023-10-10,Nashik,Maharashtra,19.9975,73.7898,26.33,19.67,31.58,0.0,56.0
2023-10-11,Nashik,Maharashtra,19.9975,73.7898,27.08,21.5,32.01,0.0,53.98
