mandi_id,state,district,market_option,market_name,commodity,category,variety,min_price_inr_per_quintal,modal_price_inr_per_quintal,max_price_inr_per_quintal,price_date,market_arrivals_tonnes,price_status,price_source,is_official_price
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Onion,Vegetables,Onion,2860,3175,3440,2026-09-20,1144.4,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Potato,Vegetables,Other,400,430,465,2026-09-20,323.96,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Rice,Cereals & Grains,Fine(Basmati),4480,4915,5520,2026-09-20,1059.93,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Rose,Flowers & Medicinal Plants,Other,9950,11435,12975,2026-09-20,765.79,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Soybean,Oilseeds,Soyabeen,5320,6010,6690,2026-09-20,1104.24,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Sugarcane,Cash & Fibre Crops,,275,320,350,2026-09-20,266.08,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Tea Leaves,Plantation & Beverage Crops,,14015,15460,16925,2026-09-20,891.48,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Tomato,Vegetables,Local,1230,1400,1615,2026-09-20,1129.82,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Turmeric,Spices & Condiments,Bulb,14005,15690,16920,2026-09-20,433.79,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-76BF6E6626,Andaman and Nicobar Islands,Nicobars,A,Nicobars — Primary Local Mandi,Wheat,Cereals & Grains,Mill Quality,2115,2355,2605,2026-09-20,538.99,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Apple,Fruits,Royal Delicious,31365,35935,40415,2026-09-20,358.95,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,10415,11745,12870,2026-09-20,891.09,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Banana,Fruits,Karpura,2895,3245,3590,2026-09-20,734.65,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Berseem,Fodder Crops,Green Fodder,195,210,235,2026-09-20,225.26,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Black Gram,Pulses & Legumes,Urda/Urd,6320,7050,8165,2026-09-20,808.61,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Chickpea,Pulses & Legumes,,5735,6235,6760,2026-09-20,614.66,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Coconut,Plantation & Beverage Crops,Small,24500,26370,28480,2026-09-20,767.25,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Coffee,Plantation & Beverage Crops,,17190,19175,21885,2026-09-20,426.26,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Cotton,Cash & Fibre Crops,Without Ginned Cotton,7345,8550,9665,2026-09-20,823.54,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Cumin,Spices & Condiments,Cummin Seed(Jeera),19470,21820,23810,2026-09-20,937.35,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Dry Red Chilli,Spices & Condiments,Red New,23870,27030,30140,2026-09-20,1052.73,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Fodder Maize,Fodder Crops,Local,2595,2880,3285,2026-09-20,1088.25,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Green Gram,Pulses & Legumes,Other,6965,7780,8925,2026-09-20,1123.14,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Groundnut,Oilseeds,Other,7245,8270,9510,2026-09-20,676.82,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Jute,Cash & Fibre Crops,Other,13390,14570,15695,2026-09-20,220.54,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Lucerne,Fodder Crops,,455,505,575,2026-09-20,582.22,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Maize,Cereals & Grains,Local,2370,2720,3035,2026-09-20,837.39,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Mango,Fruits,Other,1000,1085,1200,2026-09-20,1031.93,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Marigold,Flowers & Medicinal Plants,,2180,2475,2825,2026-09-20,368.46,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Mustard,Oilseeds,Other,6260,6860,7430,2026-09-20,929.08,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Onion,Vegetables,Onion,2785,3035,3320,2026-09-20,1197.09,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Potato,Vegetables,Other,390,450,490,2026-09-20,300.26,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Rice,Cereals & Grains,Fine(Basmati),4360,5015,5725,2026-09-20,726.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Rose,Flowers & Medicinal Plants,Other,10690,12380,13425,2026-09-20,498.07,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Soybean,Oilseeds,Soyabeen,4795,5510,6000,2026-09-20,636.51,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Sugarcane,Cash & Fibre Crops,,305,355,385,2026-09-20,181.55,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Tea Leaves,Plantation & Beverage Crops,,14260,15370,16925,2026-09-20,463.89,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Tomato,Vegetables,Local,1310,1510,1630,2026-09-20,1018.65,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Turmeric,Spices & Condiments,Bulb,12910,14260,16525,2026-09-20,92.68,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-DBAA835FE8,Andaman and Nicobar Islands,Nicobars,B,Nicobars — Secondary Market Yard,Wheat,Cereals & Grains,Mill Quality,2355,2565,2910,2026-09-20,592.0,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Apple,Fruits,Royal Delicious,31120,36520,40490,2026-09-20,275.81,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,9580,11070,12470,2026-09-20,376.06,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Banana,Fruits,Karpura,3890,4520,4975,2026-09-20,644.88,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Berseem,Fodder Crops,Green Fodder,165,180,210,2026-09-20,58.78,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Black Gram,Pulses & Legumes,Urda/Urd,6110,7180,7740,2026-09-20,177.78,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Chickpea,Pulses & Legumes,,5425,5910,6815,2026-09-20,410.7,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Coconut,Plantation & Beverage Crops,Small,23235,25635,28355,2026-09-20,479.82,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Coffee,Plantation & Beverage Crops,,15445,16905,18505,2026-09-20,253.74,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Cotton,Cash & Fibre Crops,Without Ginned Cotton,6115,6690,7640,2026-09-20,1178.17,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Cumin,Spices & Condiments,Cummin Seed(Jeera),18135,20965,22960,2026-09-20,806.1,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Dry Red Chilli,Spices & Condiments,Red New,25055,27190,30535,2026-09-20,139.48,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Fodder Maize,Fodder Crops,Local,2450,2690,2925,2026-09-20,962.12,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Green Gram,Pulses & Legumes,Other,7070,7930,8730,2026-09-20,221.88,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Groundnut,Oilseeds,Other,7065,8245,9305,2026-09-20,894.67,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Jute,Cash & Fibre Crops,Other,12390,13575,14795,2026-09-20,943.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Lucerne,Fodder Crops,,365,430,460,2026-09-20,474.8,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Maize,Cereals & Grains,Local,2175,2515,2690,2026-09-20,871.53,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Mango,Fruits,Other,915,1005,1125,2026-09-20,1008.04,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Marigold,Flowers & Medicinal Plants,,2375,2565,2885,2026-09-20,1138.8,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Mustard,Oilseeds,Other,6755,7530,8480,2026-09-20,623.58,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Onion,Vegetables,Onion,2760,2975,3275,2026-09-20,892.38,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Potato,Vegetables,Other,355,390,445,2026-09-20,237.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Rice,Cereals & Grains,Fine(Basmati),4710,5305,5955,2026-09-20,794.79,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Rose,Flowers & Medicinal Plants,Other,11595,12485,14310,2026-09-20,401.98,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Soybean,Oilseeds,Soyabeen,4995,5515,6105,2026-09-20,347.8,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Sugarcane,Cash & Fibre Crops,,310,345,395,2026-09-20,381.33,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Tea Leaves,Plantation & Beverage Crops,,15300,16520,18195,2026-09-20,301.29,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Tomato,Vegetables,Local,1175,1335,1450,2026-09-20,220.52,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Turmeric,Spices & Condiments,Bulb,12640,14800,16575,2026-09-20,275.09,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-798F392B2F,Andaman and Nicobar Islands,Nicobars,C,Nicobars — Regional Wholesale Market,Wheat,Cereals & Grains,Mill Quality,2435,2620,2905,2026-09-20,222.52,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Apple,Fruits,Royal Delicious,33295,36345,40345,2026-09-20,958.41,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Ashwagandha,Flowers & Medicinal Plants,Ashwagandha,11465,12860,14450,2026-09-20,307.09,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Banana,Fruits,Karpura,3355,3925,4250,2026-09-20,557.8,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Berseem,Fodder Crops,Green Fodder,185,200,215,2026-09-20,216.53,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Black Gram,Pulses & Legumes,Urda/Urd,7490,8180,8965,2026-09-20,225.82,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Chickpea,Pulses & Legumes,,4680,5430,5985,2026-09-20,529.63,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Coconut,Plantation & Beverage Crops,Small,20690,24240,26250,2026-09-20,730.07,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Coffee,Plantation & Beverage Crops,,16595,18855,20685,2026-09-20,230.11,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Cotton,Cash & Fibre Crops,Without Ginned Cotton,7615,8455,9355,2026-09-20,469.5,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Cumin,Spices & Condiments,Cummin Seed(Jeera),15220,16735,19285,2026-09-20,361.93,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Dry Red Chilli,Spices & Condiments,Red New,23840,27245,30860,2026-09-20,355.79,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Fodder Maize,Fodder Crops,Local,2330,2515,2795,2026-09-20,154.88,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Green Gram,Pulses & Legumes,Other,6715,7405,8515,2026-09-20,1003.33,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Groundnut,Oilseeds,Other,6580,7555,8645,2026-09-20,683.38,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Jute,Cash & Fibre Crops,Other,11590,13590,15645,2026-09-20,588.59,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Lucerne,Fodder Crops,,435,500,550,2026-09-20,280.65,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Maize,Cereals & Grains,Local,2380,2585,2840,2026-09-20,150.27,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Mango,Fruits,Other,870,940,1070,2026-09-20,1113.07,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Marigold,Flowers & Medicinal Plants,,2730,3030,3260,2026-09-20,1134.13,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Mustard,Oilseeds,Other,6405,7135,8240,2026-09-20,550.1,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Onion,Vegetables,Onion,2900,3230,3585,2026-09-20,835.05,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Potato,Vegetables,Other,345,405,460,2026-09-20,443.61,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Rice,Cereals & Grains,Fine(Basmati),4495,5190,6010,2026-09-20,489.98,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
MND-3870158AF8,Andaman and Nicobar Islands,North And Middle Andaman,A,North And Middle Andaman — Primary Local Mandi,Rose,Flowers & Medicinal Plants,Other,12985,14385,15540,2026-09-20,427.69,SYNTHETIC_DEMO,Generated from user-provided anchor dataset,False
